Gene	RNA Tissue Category	RNA TS TPM	BaseMean	log2FoldChange	lfcSE	stat	P_value	P value adjusted
CNOT3	Expressed in all		202.4293871	-0.13235186	0.145732932	-0.908180864	0.363782672	0.892899393
GP6	Tissue enhanced	testis: 1.2	4.340805539	-0.348395917	0.369640213	-0.942527096	0.345922845	0.881803546
PTPN4	Mixed		342.1432087	0.125469979	0.140049641	0.895896472	0.370308059	0.894917965
DDX18	Expressed in all		1071.664007	-0.093467058	0.11582613	-0.806960034	0.419689509	0.907775022
KHSRP	Expressed in all		1002.164509	-0.162813863	0.111038799	-1.466279036	0.142572284	0.779306553
GNA11	Expressed in all		296.5654883	-0.247141417	0.127010245	-1.945838441	0.051674149	0.664273617
ASAP3	Mixed		142.3235963	-0.225784881	0.158750864	-1.422259231	0.15495101	0.783191598
EDEM2	Expressed in all		278.4532028	-0.167799449	0.201666056	-0.832065906	0.405371745	0.903691031
DNMT3B	Tissue enhanced	testis: 9.2	18.61103022	0.292694182	0.331823914	0.882076815	0.377735269	0.896643182
REM1	Mixed		8.078043517	0.329709925	0.361257625	0.912672569	0.361414775	0.891870933
TPX2	Tissue enhanced	testis: 55.6	82.42812884	-0.053825498	0.241733589	-0.222664539	0.823796602	0.97885894
PDRG1	Expressed in all		148.2562971	0.019118977	0.095973003	0.199212033	0.842096887	0.98141435
EPB41L1	Mixed		356.8309803	-1.201701914	0.338213061	-3.553091386	0.000380732	0.225403738
SLC15A1	Group enriched	duodenum: 153.2;gallbladder: 67.7;small intestine: 225.0	188.7535326	-0.191049261	0.168229425	-1.135647118	0.256104281	0.841503173
DOCK9	Expressed in all		218.7575984	0.023873276	0.159990212	0.149217106	0.881382322	0.990384986
ANKRD10	Expressed in all		702.9989316	0.289975919	0.126088508	2.299780721	0.021460646	0.574688821
TGDS	Expressed in all		399.9509096	0.101434161	0.157225839	0.645149434	0.518830351	0.932074969
DOCK3	Group enriched	cerebral cortex: 33.7;parathyroid gland: 12.6;testis: 8.5;thyroid gland: 15.1	1.133203366	-0.176397135	0.954198999	-0.184864096	0.853335633	0.984277439
C3orf18	Mixed		58.89399322	-0.185631502	0.14446217	-1.284983479	0.198798057	0.807467355
COQ9	Expressed in all		645.530706	-0.168482475	0.104083353	-1.618726438	0.105506136	0.745688642
TMEM40	Group enriched	esophagus: 88.8;placenta: 23.3;skin: 55.5;tonsil: 23.7	1.931958097	0.325524091	0.639672509	0.508891794	0.610828072	0.955454793
KIF9	Expressed in all		49.3495393	0.021619263	0.14838137	0.145700654	0.884157705	0.990384986
ARHGAP28	Tissue enhanced	testis: 133.0	23.99502134	-0.001460348	0.252367602	-0.005786592	0.995382994	0.999432613
CRLS1	Expressed in all		2145.708982	0.197084295	0.095860523	2.055948466	0.039787484	0.630115879
DEFB127	Tissue enriched	epididymis: 1399.7	0	NA	NA	NA	NA	NA
PPP1R13B	Mixed		225.3544612	-0.175720395	0.100190989	-1.753854283	0.079455479	0.714186403
ATRN	Expressed in all		2814.303177	-0.030719858	0.12633828	-0.243155582	0.807884874	0.977320647
SMOX	Tissue enhanced	cerebral cortex: 49.7	52.15145886	-0.431003604	0.225466857	-1.911605152	0.055926858	0.677827755
SIGLEC1	Mixed		375.5602224	0.031831429	0.243440001	0.130756775	0.895967718	0.990999771
FKBP1A	Expressed in all		1592.990698	-0.085327974	0.073852673	-1.155380977	0.247934448	0.839261414
NSFL1C	Expressed in all		398.7893848	0.138358691	0.085543033	1.617416249	0.105788461	0.745688642
SLC4A11	Tissue enhanced	thyroid gland: 27.7	3.806005515	0.665307896	0.451962976	1.472040701	0.141009887	0.777062032
C20orf194	Expressed in all		183.1815261	-0.001339071	0.133318014	-0.010044185	0.991986034	0.999432613
ZNF343	Mixed		79.73773936	0.008144428	0.097308159	0.083697277	0.933297122	0.992479728
EBF4	Mixed		63.20443221	-0.233356021	0.221946225	-1.051407929	0.293071276	0.860463768
CPXM1	Tissue enhanced	endometrium: 130.4;gallbladder: 132.2	8.435336969	-0.144366815	0.724904018	-0.199153008	0.842143058	0.98141435
MAVS	Expressed in all		444.6129662	0.020042189	0.130558532	0.15351114	0.877995206	0.990121193
LZTS3	Tissue enhanced	cerebral cortex: 58.6	150.852527	-0.300007766	0.138407203	-2.16757336	0.030191163	0.606409153
F11	Tissue enhanced	liver: 180.1	2803.371688	-0.085636436	0.130088169	-0.658295341	0.510348371	0.929755226
XRN2	Expressed in all		413.1352348	-0.216192977	0.266966147	-0.809814199	0.418046971	0.907775022
KIZ	Expressed in all		10.30449843	0.149533457	0.757291922	0.197458144	0.843469033	0.981669497
DYNLL1	Expressed in all		1178.590166	0.139299332	0.096166045	1.448529274	0.147469085	0.780079765
TESC	Tissue enhanced	epididymis: 135.9;salivary gland: 131.3;stomach: 118.8	16.96087506	0.109351434	0.470058673	0.232633584	0.816045947	0.977674842
SNX5	Expressed in all		1169.646859	0.013736788	0.077225353	0.177879253	0.858817804	0.984974568
RPL6	Expressed in all		6572.422421	0.038996194	0.120221094	0.324370646	0.74565744	0.971967975
SIRPG	Tissue enhanced	lymph node: 38.8;tonsil: 25.8	9.290684893	0.167328482	0.347730123	0.481202146	0.630372836	0.956929699
MAPKAPK5	Expressed in all		98.07087707	0.192614334	0.256252315	0.751658905	0.45225621	0.915674486
P2RX7	Mixed		79.90431471	-0.050616717	0.184428696	-0.274451417	0.783737734	0.975317971
ESF1	Expressed in all		428.5905279	-0.111736076	0.149853533	-0.745635249	0.455887783	0.916774998
RBBP9	Expressed in all		950.6988819	0.139000017	0.137435426	1.01138419	0.311832585	0.865404398
ANAPC5	Expressed in all		1060.59359	0.014998843	0.084947329	0.176566384	0.859849001	0.985334558
SLC23A2	Expressed in all		2145.932966	-0.094951547	0.147343502	-0.644423034	0.519301152	0.932074969
SLC8B1	Expressed in all		327.7194672	-0.180080366	0.115666333	-1.55689526	0.119495355	0.762845072
TMEM230	Expressed in all		2347.172449	0.137996461	0.115757438	1.192117449	0.233215196	0.830107765
DZANK1	Mixed		15.61252177	0.192396386	0.27290631	0.704990611	0.480816079	0.921238405
KDM2B	Expressed in all		106.8248307	-0.127639343	0.146323357	-0.872310108	0.383039225	0.897568915
CFAP61	Group enriched	fallopian tube: 20.3;heart muscle: 8.5;testis: 29.5	0.322393491	0.718878459	1.29681598	0.554341148	0.579345395	NA
LHX5	Tissue enhanced	cerebral cortex: 1.4	0.040749537	0.342956031	4.131592806	0.083008188	0.933845029	NA
TASP1	Mixed		39.63410088	-0.644409013	0.460470719	-1.399457091	0.161675957	0.787654914
OAS1	Expressed in all		554.1646534	-0.127140517	0.227669189	-0.558444108	0.57654116	0.94353893
GCN1	Expressed in all		744.227538	-0.224216906	0.106618573	-2.102981688	0.03546737	0.623025458
RPLP0	Expressed in all		10994.85913	-0.074098578	0.090939087	-0.814815506	0.415177924	0.907775022
PXN	Expressed in all		611.3346162	-0.120934562	0.093257942	-1.296774942	0.194708635	0.805043039
SIRT4	Mixed		27.35793007	0.330726963	0.178696005	1.85077984	0.064201232	0.689819712
RPH3A	Tissue enriched	cerebral cortex: 95.2	0.725210046	-0.755081854	0.812331309	-0.9295245	0.352617334	NA
KIF16B	Expressed in all		205.9812712	0.039543539	0.188417269	0.209872159	0.833767452	0.980553238
TRMT6	Expressed in all		113.8863907	-0.105092583	0.117421685	-0.895001492	0.37078629	0.894917965
CHGB	Tissue enriched	adrenal gland: 4382.4	1.700790985	-0.180285757	0.681070445	-0.264709413	0.791233326	0.975843875
PEBP1	Expressed in all		11371.67486	0.117644083	0.143964134	0.817176329	0.413827668	0.906874726
TBX5	Group enriched	heart muscle: 40.0;lung: 18.0;placenta: 46.8	0.125010453	-0.052353066	2.293031873	-0.022831373	0.981784783	NA
BRAP	Tissue enriched	testis: 120.9	134.3239162	-0.114414795	0.136899342	-0.835758552	0.403290748	0.902517195
ERP29	Expressed in all		1985.075509	-0.124804637	0.115671767	-1.078955045	0.280607768	0.853881884
NOS1	Tissue enhanced	skeletal muscle: 12.9	7.415502743	0.482602466	0.365698783	1.319672061	0.186944532	0.802693153
FUS	Expressed in all		748.3868028	-0.008833734	0.13970413	-0.063231734	0.949581976	0.99518566
IGBP1	Expressed in all		269.2111773	0.002023957	0.084359387	0.023992073	0.980858931	0.998658478
FXYD5	Expressed in all		222.4273977	0.106967633	0.172499935	0.620102457	0.535190335	0.936316848
ZNF302	Expressed in all		453.2029587	0.177541239	0.10854921	1.635582974	0.101926896	0.740779249
GRAMD1A	Expressed in all		138.7630926	-0.255068736	0.270481827	-0.943016169	0.345672633	0.88165702
FXYD3	Tissue enhanced	colon: 1455.6;rectum: 1952.1	1.619423588	-0.270284287	0.809214558	-0.334008186	0.738373381	0.971804386
HEPH	Mixed		67.30719165	-0.066776886	0.215534641	-0.309819738	0.756698041	0.972885991
CDIP1	Expressed in all		364.0393286	-0.072768225	0.103418346	-0.703629757	0.481663375	0.921309486
CMTM1	Tissue enriched	testis: 28.7	2.777602523	0.700446044	0.438103704	1.598813338	0.109862085	0.752848171
KCNH4	Tissue enhanced	cerebral cortex: 1.8	0.863313273	0.100699165	0.698174079	0.144232174	0.885317135	NA
GANAB	Expressed in all		4026.324531	-0.247555769	0.090864487	-2.724450178	0.006440865	0.460788936
GMIP	Mixed		95.83279652	-0.180661618	0.165403532	-1.092247647	0.274724265	0.850577389
RBM41	Mixed		219.0578558	0.00246308	0.094665818	0.026018688	0.979242433	0.998658478
BIRC5	Tissue enhanced	testis: 26.8	15.99170875	0.199787247	0.359660965	0.555487713	0.578561112	0.944320855
LAG3	Tissue enhanced	spleen: 32.0	62.0361765	0.071616425	0.258935763	0.276579891	0.782102707	0.974871006
MLF2	Expressed in all		2668.937899	-0.049438954	0.122190977	-0.404603967	0.685768642	0.967541107
OTUB2	Tissue enhanced	testis: 9.7	25.79474011	-0.018478864	0.158893924	-0.116296857	0.907417276	0.992340257
DDX24	Tissue enhanced	epididymis: 45.3	664.0067382	-0.023243286	0.110129482	-0.211054171	0.832845001	0.980488409
ZBTB25	Mixed		27.68626491	-0.075037542	0.217127051	-0.345592786	0.729648768	0.971203251
NECAP1	Tissue enhanced	cerebral cortex: 117.8	226.0674787	0.019656584	0.18295111	0.107441729	0.914438551	0.992479728
ARHGAP4	Tissue enhanced	spleen: 95.1	155.1376248	-0.018493656	0.233372591	-0.079245192	0.9368376	0.993541447
ANKRD24	Tissue enhanced	cerebral cortex: 13.5;testis: 7.0	62.17543712	-0.003041172	0.211691611	-0.014366049	0.988537946	0.999212021
DHX32	Expressed in all		232.1092125	0.023647533	0.210778827	0.112191215	0.910671795	0.992479728
RCOR1	Expressed in all		416.5245766	0.060334405	0.065619789	0.919454416	0.357857938	0.890338103
GPATCH2L	Expressed in all		291.9189596	0.06489275	0.093345823	0.695186438	0.48693847	0.922373238
LTBP4	Expressed in all		913.1570373	-0.135279734	0.240470681	-0.562562276	0.573732986	0.943125146
BLVRB	Expressed in all		1310.026382	0.064059028	0.128822337	0.497266462	0.619001159	0.956478863
SLC9A1	Expressed in all		87.5673678	-0.161920195	0.170003068	-0.952454546	0.340866507	0.879802836
SPTLC1	Expressed in all		208.4458679	-0.217115903	0.121733685	-1.783531844	0.074499769	0.70282219
PAPOLA	Expressed in all		2323.797091	0.007137846	0.077654203	0.091918349	0.926762912	0.992479728
CCNK	Expressed in all		228.388089	0.435625196	0.300812075	1.448163928	0.14757121	0.78011025
PCBP4	Expressed in all		106.0831837	0.051670872	0.191166606	0.270292353	0.786935348	0.975776136
RGS1	Mixed		194.584983	0.213442789	0.397387315	0.537115255	0.591188004	0.948857622
YPEL3	Expressed in all		292.8088424	-0.055559284	0.167720256	-0.331261624	0.740446876	0.971967975
MRPS33	Expressed in all		362.5709037	0.231360681	0.11635009	1.988487345	0.046757817	0.652791579
NDUFB2	Expressed in all		955.1250747	0.127366259	0.114500459	1.112364619	0.265981411	0.846083498
NUDC	Expressed in all		935.8286596	-0.198150329	0.129068656	-1.535231976	0.124726856	0.766965581
MAEA	Expressed in all		444.5049141	-0.043068856	0.098401747	-0.43768386	0.661615471	0.963267934
ICAM1	Expressed in all		635.7132904	-0.038745665	0.213819747	-0.181207141	0.856204989	0.984523375
STRN4	Expressed in all		371.2978426	-0.239460141	0.140747309	-1.701347915	0.088877676	0.724884828
IRAK3	Tissue enhanced	bone marrow: 51.0	120.5711942	-0.052477106	0.199199212	-0.263440329	0.79221121	0.975843875
LYZ	Expressed in all		1389.783014	0.044796156	0.248733706	0.180096848	0.857076537	0.984848055
SI	Group enriched	duodenum: 547.3;small intestine: 493.2	0.024622139	0.16768072	4.131705827	0.040583896	0.967627623	NA
MUL1	Expressed in all		315.1363839	-0.113626014	0.086452858	-1.314311825	0.188741289	0.80387847
TFAP4	Expressed in all		81.82815219	-0.419465675	0.18800601	-2.231129076	0.02567258	0.599262712
PDCD7	Expressed in all		60.03167892	-0.302645484	0.391299433	-0.773437061	0.439263764	0.910922346
SPG21	Expressed in all		1308.986313	-0.053311304	0.061360633	-0.868819331	0.384945958	0.898576429
FETUB	Tissue enriched	liver: 123.3	2277.902834	-0.149285725	0.215229532	-0.693611718	0.487925743	0.922373238
DNAJB11	Expressed in all		781.2499847	-0.180447593	0.145619746	-1.239169812	0.215282618	0.81990429
P3H2	Mixed		154.2213628	-0.025506921	0.123673112	-0.206244677	0.836599791	0.980754746
THPO	Tissue enhanced	liver: 8.9	158.40324	-0.010700852	0.143222078	-0.074715099	0.940441394	0.993957574
CHRD	Mixed		526.3454525	0.173185809	0.225147401	0.769210787	0.441768188	0.91240644
FLT3LG	Mixed		33.01714959	-0.043078111	0.236426326	-0.182205223	0.855421674	0.984523375
RAB11FIP3	Expressed in all		170.8496022	-0.544623563	0.198307494	-2.746358964	0.006026079	0.453015891
GNPTG	Expressed in all		857.1888703	-0.003422596	0.117451143	-0.029140589	0.976752464	0.998392536
ZNF268	Mixed		415.5749881	0.098846067	0.109358231	0.903874045	0.366062193	0.894056649
GOLGA3	Expressed in all		816.851311	-0.046383134	0.084957632	-0.54595606	0.585096141	0.946478902
PABPC4	Expressed in all		1731.706405	-0.1611249	0.130059684	-1.238853538	0.215399743	0.81990429
CD209	Tissue enhanced	adipose tissue: 43.9	130.9088772	-0.162298754	0.340005613	-0.477341397	0.633119037	0.957339237
CERS4	Mixed		727.6738248	-0.165593755	0.163908053	-1.01028444	0.312359034	0.86579356
MCOLN1	Expressed in all		305.965272	-0.249158472	0.140139356	-1.77793362	0.075414758	0.705107224
USP48	Expressed in all		566.0611855	0.095495886	0.063487592	1.50416614	0.132538594	0.772709405
EFNB1	Mixed		313.8839341	-0.115187902	0.120474624	-0.956117544	0.339012852	0.879325722
PDPR	Expressed in all		245.6264511	-0.012057984	0.12427046	-0.097030169	0.922702436	0.992479728
AARS	Expressed in all		1328.109175	-0.246872865	0.129732498	-1.902937737	0.05704867	0.677827755
GLG1	Expressed in all		1147.486478	-0.130013849	0.067070334	-1.938470285	0.052565873	0.667553001
KIF4A	Mixed		3.609576832	0.772319135	0.788819338	0.979082406	0.327539264	0.87422293
TNRC6A	Expressed in all		875.5892921	0.067727047	0.133061063	0.508992229	0.610757671	0.955454386
PLEKHG2	Expressed in all		65.46349917	0.106655884	0.228737636	0.466280432	0.641014783	0.959310571
DLL3	Tissue enriched	cerebral cortex: 51.3	0.110773221	0.047287729	2.577618271	0.018345513	0.98536322	NA
NAT14	Mixed		31.57384636	-0.166962127	0.229253517	-0.728285999	0.466438531	0.919360602
PITPNM2	Mixed		222.9796684	-0.394697504	0.202269793	-1.95134181	0.051016399	0.662819817
EXOC1	Expressed in all		259.7929174	-0.057312221	0.101423861	-0.565076305	0.572021865	0.943125146
RBM27	Expressed in all		618.9440797	-0.038869486	0.095010015	-0.409109362	0.682459406	0.967541107
POU4F3	Not detected		0.261047475	0.385747167	1.395439887	0.276434098	0.78221467	NA
OSBPL8	Expressed in all		879.0099874	-0.009601509	0.201457297	-0.047660271	0.961986997	0.996161917
DTX2	Expressed in all		109.6046981	-0.159383516	0.148301258	-1.07472801	0.28249652	0.85509844
NLRC4	Tissue enhanced	appendix: 12.4	42.98840227	-0.171336117	0.22663095	-0.756013761	0.449640945	0.914824339
PUS7	Mixed		117.4278252	-0.201581035	0.13988858	-1.441011381	0.149581468	0.78011025
LAMB4	Tissue enriched	skin: 46.5	0.971227648	0.369861205	0.663379706	0.55754073	0.577158039	NA
NRCAM	Tissue enhanced	cerebral cortex: 180.4	27.42438868	0.470282809	0.421556713	1.115586099	0.264599345	0.8455861
LAMB1	Tissue enhanced	placenta: 263.7	718.6645736	-0.2229797	0.187488289	-1.18929935	0.234321891	0.831190672
SLC26A4	Tissue enriched	thyroid gland: 419.0	9.789061073	-0.394837546	0.345430615	-1.143029972	0.253026147	0.841116715
SLC26A3	Tissue enhanced	colon: 1075.0;duodenum: 577.9;rectum: 961.7	10.46768847	0.43585494	0.532706216	0.818190078	0.41324866	0.906581061
DLD	Expressed in all		969.5022844	0.02765958	0.124120581	0.222844429	0.823656588	0.97885894
WDR7	Tissue enhanced	cerebral cortex: 38.6	36.3247909	0.231971378	0.666939563	0.34781469	0.727979356	0.970736955
TXNL1	Expressed in all		233.4807865	0.134471321	0.110797375	1.213668841	0.224874207	0.823468556
IL5RA	Tissue enhanced	fallopian tube: 22.7	1.286953431	-0.064363393	0.715239854	-0.089988545	0.928296318	0.992479728
ABCC6	Tissue enhanced	kidney: 16.9;liver: 23.4	2006.620365	-0.209277721	0.169128921	-1.237385779	0.215943896	0.81990429
CMTM6	Expressed in all		3596.539958	0.063918981	0.097821334	0.653425775	0.513481827	0.931010131
ITGA6	Expressed in all		470.0676715	-0.050373208	0.149563995	-0.336800365	0.736267398	0.971804386
RAPGEF4	Tissue enhanced	adrenal gland: 53.3;cerebral cortex: 119.2	557.8904473	0.076637404	0.156233123	0.490532373	0.623757228	0.956929699
MAP3K20	Expressed in all		987.4959246	-0.109187088	0.102059303	-1.069839642	0.284691495	0.856381104
SMPX	Group enriched	heart muscle: 456.2;skeletal muscle: 383.1	2.163668831	-0.290598668	0.738606658	-0.393441712	0.693993267	0.967669272
FH	Expressed in all		3047.374466	0.074056695	0.104018034	0.711960143	0.476489457	0.921238405
SEL1L3	Expressed in all		434.5616109	-0.021286121	0.174522796	-0.121967571	0.902924701	0.991775923
TF	Tissue enriched	liver: 5391.9	53785.09901	0.623272237	0.202937656	3.071249805	0.002131647	0.349319351
CDV3	Expressed in all		2004.47973	-0.098007945	0.085685853	-1.14380544	0.252704333	0.841116715
MYO15A	Tissue enhanced	testis: 10.4	27.47897684	0.104826679	0.261552783	0.400785944	0.688577729	0.967541107
ALKBH5	Expressed in all		1225.482903	-0.159260985	0.087753566	-1.814866234	0.069544469	0.700801393
APOH	Tissue enriched	liver: 9090.4	100732.3235	0.137660837	0.130693561	1.053310016	0.29219893	0.860393744
NLRP1	Mixed		107.2319227	0.284983374	0.175005329	1.628426834	0.103434412	0.741580784
PITPNM3	Tissue enhanced	spleen: 76.8	127.5427945	0.138510444	0.195715946	0.707711593	0.479124377	0.921238405
SPAG7	Expressed in all		431.248358	-0.17629291	0.141087904	-1.249525336	0.211472993	0.817275213
ORC6	Tissue enhanced	testis: 12.3	80.52644929	0.329142882	0.310174355	1.061154402	0.288619738	0.857675263
ZFHX4	Tissue enhanced	seminal vesicle: 8.0;testis: 12.1	53.65787015	-0.333230045	0.312161009	-1.067494132	0.285748762	0.856909005
SLC17A6	Tissue enriched	cerebral cortex: 6.5	0.01417617	0.071499476	4.131705827	0.017305074	0.986193238	NA
CPA1	Tissue enriched	pancreas: 48856.8	0.345442534	-1.902265776	1.825491098	-1.042057	0.297385253	NA
ZC3HC1	Expressed in all		172.5365908	-0.069821823	0.088908439	-0.785322787	0.432264339	0.910215592
ESR1	Group enriched	"breast: 37.6;cervix, uterine: 127.8;endometrium: 180.8;fallopian tube: 106.4;smooth muscle: 76.5"	250.6239144	-0.015488478	0.39591919	-0.039120301	0.968794476	0.997107691
RGS17	Mixed		2.442060068	-0.208645903	0.561355759	-0.371682127	0.710129533	0.968483342
ANGPT2	Mixed		22.29740137	-0.595970901	0.545566064	-1.092389978	0.274661726	0.850577389
TMEM101	Expressed in all		196.1233551	-0.141032332	0.109614585	-1.286620131	0.198226724	0.806892936
CD200	Mixed		24.21887496	0.4863475	0.339996996	1.430446463	0.152588921	0.781836033
CCDC80	Mixed		171.3734923	-0.229611187	0.290994186	-0.789057645	0.430078316	0.909680212
CMA1	Tissue enhanced	breast: 23.8	6.094822559	0.802045484	0.548152792	1.463178689	0.143418491	0.779306553
